counter,file_name,strategy,inbound_time,inbound,outbound_time,outbound
1161,yi22954.json,Chat1,2023-05-02 16:18:29,"How can you make payment so that we can release your first payment now
Also we need your working phone number
Thanks
",2023-05-02 17:12:13,"Hello, thank you for sharing this information. Can you please provide more details about the payment and how it will be distributed for Covid pandemic relief efforts?
Best wishes,
Mark
"
1162,yi22954.json,Chat1,2023-05-02 17:12:13,"Hello, thank you for sharing this information. Can you please provide more details about the payment and how it will be distributed for Covid pandemic relief efforts?
Best wishes,
Mark
",2023-05-02 17:12:18,"Hello, thank you for reaching out. Can you please provide more information about the payment process? What payment methods do you accept? Also, may I know why you need my phone number?
Best wishes,
Mark
"
1163,yi22954.json,Chat1,2023-05-02 18:02:03,"Thank you for your email
How can you make payment
",2023-05-02 18:12:12,"Hello, thank you for reaching out to me. Can you please provide more information about the compensation and how I can proceed to receive it?
Best wishes,
Mark
"
1164,yi22954.json,Chat1,2023-05-02 18:12:12,"Hello, thank you for reaching out to me. Can you please provide more information about the compensation and how I can proceed to receive it?
Best wishes,
Mark
",2023-05-02 18:12:46,"Hello, thank you for your interest. Can you please provide more information about what payment you are referring to? I would like to make sure I understand before proceeding.
Best wishes,
Mark
"
1165,yi22954.json,Chat1,2023-05-02 18:33:25,"What do you want to understand again
How can you send the fee of $250
",2023-05-02 19:12:23,"Hello, thank you for reaching out. Can you please provide more information about what fee you are referring to and why it needs to be sent? Also, what payment methods are available for sending the fee? Thank you.
Best wishes,
Mark
"
1166,yi22954.json,Chat1,2023-05-02 20:11:49,"You are going to send the $250 via Bitcoin or Apple gift card and PayPal
Get back to us as soon as possible
",2023-05-02 20:12:30,"Hello, thank you for reaching out. Can you please provide more information about what exactly I am sending the Bitcoin or Apple gift card for? I want to make sure I understand the situation clearly before proceeding.
Best wishes,
Mark
"
1167,yi22954.json,Chat1,2023-05-02 20:15:41,"You are sending the $250 for the activation of the funds
",2023-05-02 21:12:10,"Hello, thank you for reaching out. Can you please provide more information about the funds and the activation process? I want to make sure I fully understand before proceeding.
Best wishes,
Mark
"
1168,yi22954.json,Chat1,2023-05-03 05:02:04,"You are not serious about this fund
Do what I ask you and have your fund
We have formed the first payment to you
",2023-05-03 05:12:11,"Thank you for the update. Can you please provide me with more information about the fund and the payment process? I want to make sure everything is clear before proceeding.
Best wishes,
Mark
"
1169,yi77653.json,Chat1,2023-04-09 08:12:48,"Attention Mrs. xxx,
Good day to you Ma`am, how are you and how is your day and work? You will send the $6,450 USD, United States of  America on the below information after the payment it will take us three working days to perfect your payment for you.
Receiver`s Bank Info details.
Account Name: T. M. M.
Sort Code: 11 13 48
Account Number: 1151xxxx
IBAN: GB30 HLFX 1113 481151xxxx
BIC: HLFXGB21P94
Bank Name: HALIFAX BANK
Address: 16 Charles Street Wakefield WF1 4PF.
I want you to provide me with the transaction payment slip once you make the payment to the above receiver`s Bank information details to enable us to proceed with your prize winning funds with you.
Looking forward to hearing from you as soon as you read this mail.
Thank you.
Warmly wishes,
Mr. Charles Westmoreland.
Assign Gran Official Claim Agent Office.
",2023-04-09 08:12:51,"Hello Mr. Charles, thank you for reaching out to me. I am doing well, thank you for asking. Can you please provide me with more information about the prize winning funds? What is the prize for and how was I selected as a winner? Also, can you provide me with more information about the receiver bank details? Thank you.
Best wishes,
Ashley
"
1170,yi77653.json,Chat1,2023-04-14 21:37:43,"Attention Ashley,
Good day to you, in regards to your mail, yes there is a way you can
receive your winning funds without your payment without having to visit our
head office in London, United Kingdom. you are required to confirm that you
provide your information details as listed below for the claiming of your
Grant payment.
*Full Names:Country of Residence:Address:Occupation:Date of Birth:A copy of
ID Card/Driver`s Licence:Telephone:Gender:*
Looking forward to hearing from you as soon as you read this message.
Thank you.
Warmly wishes,
Mr. Charles Westmoreland
Assign Grant Official Claim Agent Office.
",2023-04-15 00:24:12,"Hello Mr. Charles,
Thank you for your email. I am interested in receiving my winning funds without having to visit your head office in London. However, before I provide any personal information, could you please provide more details about the grant and the claiming process? How was I selected for this grant and what is the total amount of the grant? Also, what is the deadline for claiming the grant?
Thank you for your time and I look forward to your response.
Best wishes,
Ashley
"
1171,yi96266.json,Chat1,2023-04-16 09:37:55,"The card is very ready to be delivered to your home address once we
receive the reconfirmation of your current delivery address in your
country. Barr.Ms.Jenny Arnold paid the entire requested fee for the
smooth delivery of this ATM card, the shipment is programmed to
commence tomorrow evening since you did not meet up with today’s
delivery.They stated that all fund delivery or transfer by any means
must procure an approval certificate from the office of the president
before the fund would be given a gate pass for any form of shipment or
transfer. According to the secretary to the president when contact
today since we have heard from you, He said
 the approval delivery will
cost the sum of $55usd (two hundred United States dollars)
 Every
arrangement for this shipment has been programmed in our departure
system, the tracking information will be released to you once the
approval is procured and it will only take about 3hours for it to be
ready.
As it stand now, 
all you need to do is reconfirmed your address as
below to avoid wrong delivery or mistakes and use the information as
well to send the sum of $200 for the new government approval
certificate for the tracking number to be released to you and the
delivery proceed as due.send the fee through gift card steam wallet or
itunes card of $55usd
Your full name…………
Your home address…….
Your office address……should in case the agent meet you’re absent
Your current telephone number…
Then use this information as stated below correctly in sending the
above mentioned fee to enable us commence on the shipment as
registered by AJOLORWOTH MARION. who is now in UGANDA as informed when
we call her to notify her about the situation. Note That Because Of
Impostors,We Hereby Issued You Our Code Of Conduct, Which Is (ATM-202)
So You Have To Indicate This Code When Contacting The Card Center By
Using It As Your Subject. send the fee through steam wallet of $55usd
Thanks for your understand and we promise to serve you to our best
Waiting for your response.
Thank you and remain blessed.
Dr Eric Johnson.
",2023-04-16 09:37:59,"Hello, thank you for the update. I appreciate your efforts in getting the ATM card delivered to me. Can you please provide more information about the government approval fee? What is it for and how can I be sure that it is legitimate? Also, can I pay the fee through a different method besides gift cards? Thank you.
Best wishes,
Melissa
"
